Laikotarpis;Rodiklis;Administracinė teritorija;Amžius (0–14, 65 ir vyresni);Matavimo vienetai;Reikšmė
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;23
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;23
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;24
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;25
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;26
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;26
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;27
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;27
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;28
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;30
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;30
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;31
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;32
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;32
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;33
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;34
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;35
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kėdainių r. sav.;65 ir vyresni;asmenys;36
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;32
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;33
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;33
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;34
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;34
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;34
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;34
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;34
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;35
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;36
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Prienų r. sav.;65 ir vyresni;asmenys;36
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;28
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;29
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;30
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;30
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;31
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;31
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;32
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;32
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;33
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;34
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;34
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;35
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Raseinių r. sav.;65 ir vyresni;asmenys;36
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;16
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;17
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;18
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;19
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;20
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;21
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;22
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;22
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;23
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;23
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;25
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;26
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;26
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;27
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;28
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;28
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;29
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;30
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos m. sav.;65 ir vyresni;asmenys;31
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;21
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;23
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;23
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;24
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;24
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;24
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;23
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;23
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Klaipėdos r. sav.;65 ir vyresni;asmenys;22
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;23
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;23
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;24
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;24
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;25
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;25
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;26
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;26
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;26
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;27
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;27
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;27
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;28
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;28
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;29
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;30
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;30
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kretingos r. sav.;65 ir vyresni;asmenys;31
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;17
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;17
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;17
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;17
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;16
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;17
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;19
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;18
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;19
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;19
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Neringos sav.;65 ir vyresni;asmenys;19
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;19
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;21
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;21
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;22
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;23
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;24
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;25
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;26
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;27
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;29
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;30
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;31
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;32
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;33
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;34
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;36
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;38
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Palangos m. sav.;65 ir vyresni;asmenys;38
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;28
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;28
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;28
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;28
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;28
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;28
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;29
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;29
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;29
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;29
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;30
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;31
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;31
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;32
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;34
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;34
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;36
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;37
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Skuodo r. sav.;65 ir vyresni;asmenys;38
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;20
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;21
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;21
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;22
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;22
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;23
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;23
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;23
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;23
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;23
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;25
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;26
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;26
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;26
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilutės r. sav.;65 ir vyresni;asmenys;27
