Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Lytis;Matavimo vienetai;Reikšmė
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;10.3
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;10.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;9.3
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;8.8
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;8.4
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.9
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.7
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.6
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.2
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.2
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šilalės r. sav.;0–14;Moterys;proc.;7.2
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;22.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;21.1
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;20.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;19.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;18.5
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;17.7
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;17.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;16.3
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;15.8
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;15.2
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.9
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.6
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.3
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.3
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.6
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai ir moterys;proc.;14.6
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;11.1
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;10.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;10.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;9.8
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;9.4
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;9.1
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;8.7
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;8.4
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;8.1
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.8
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.7
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.4
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.3
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Vyrai;proc.;7.5
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;10.9
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;10.4
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;10.0
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;9.4
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;9.1
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;8.6
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;8.3
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.9
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.4
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.1
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;6.9
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;6.9
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.0
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.1
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Tauragės r. sav.;0–14;Moterys;proc.;7.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;22.9
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;22.1
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;21.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;20.5
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;19.8
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;19.2
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;18.4
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;17.6
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;17.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;16.5
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;16.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.9
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.8
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.2
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.3
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.4
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai ir moterys;proc.;15.5
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;11.7
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;11.3
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;10.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;10.5
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;10.2
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;9.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;9.4
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;9.0
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;8.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;8.5
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;8.4
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;8.2
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;8.1
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;8.0
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;7.8
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;7.8
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;7.8
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;7.9
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Vyrai;proc.;7.9
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;11.2
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;10.8
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;10.3
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;10.0
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;9.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;9.4
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;9.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;8.6
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;8.3
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;8.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.8
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.7
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.7
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.5
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.4
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.5
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Telšių apskritis;0–14;Moterys;proc.;7.6
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;23.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;22.2
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;21.3
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;20.5
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;19.9
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;19.2
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;18.6
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;17.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;17.3
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;17.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;16.6
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;16.4
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;16.3
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;16.1
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;15.9
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;15.9
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;15.9
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;16.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai ir moterys;proc.;16.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;11.8
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;11.3
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;10.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;10.5
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;10.3
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;9.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;9.6
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;9.1
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;9.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.8
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.6
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.4
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.4
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.3
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.1
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.1
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.2
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Vyrai;proc.;8.2
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;11.2
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;10.9
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;10.4
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;10.0
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;9.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;9.4
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;9.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;8.6
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;8.3
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;8.2
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;8.0
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;8.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Mažeikių r. sav.;0–14;Moterys;proc.;7.9
